cache,Environment,valeur_mean,valeur_std,valeur_var
L1-miss,crio,4.352,0.2259203399430873,0.05104000000000013
L1-miss,docker,20.111,0.07950541560869175,0.006321111111110805
L1-miss,podman,2.7640000000000002,0.02170509412813288,0.0004711111111111084
L2-miss,crio,68.88300000000001,6.5093659872183816,42.37184555555553
L2-miss,docker,74.556,0.8606999735357487,0.7408044444444384
L2-miss,podman,74.98400000000001,0.12650867339611424,0.016004444444444706
Llc-miss,crio,25.756999999999998,4.935409585614733,24.35826777777779
Llc-miss,docker,8.478,0.6294406688128399,0.3961955555555552
Llc-miss,podman,1.7120000000000002,0.11113555286725807,0.012351111111111115
